"#","No.","Name","Laps","Lead","Lap Tm","Spd","Elapsed Tm","Passing Tm","Hits","Strength","Noise","Photocell Time","Transponder","Backup Tx","Backup Passing Tm","Class","Deleted"
"294","30","Team Gävlarna","34","35","1:07.096","114.7","39:03.555","10:21:45.953","119","161","4","","3289056","0","","R1","No"
"295","555","Team Hau Nau","20","35","1:08.512","112.3","39:05.217","10:21:47.615","83","151","4","","7637509","0","","R1","No"
"296","3","Häzen","33","35","1:10.341","109.4","39:08.542","10:21:50.940","97","146","4","","9515691","0","","R1","No"
"297","47","Nordic Light Racing","36","36","1:03.276","121.6","39:12.732","10:21:55.130","113","179","4","","7650748","0","","R2","No"
"298","10","Tommes Pack Seat Leon","36","36","1:03.853","120.5","39:18.179","10:22:00.577","154","179","4","","9788538","0","","R2","No"
"299","190","MoMo Racing Team MRT","33","36","1:10.218","109.6","39:23.850","10:22:06.248","127","157","4","","7493526","0","","R2","No"
"300","27","BET","34","36","1:07.580","113.8","39:44.481","10:22:26.879","125","157","3","","7647018","0","","R1","No"
"301","117","Roslagen Racing BMW 323 compact","28","36","1:13.674","104.4","39:54.604","10:22:37.002","99","151","3","","7722653","0","","Standard","No"
"302","8","Team Skeppsbrons","35","36","1:07.354","114.2","40:08.782","10:22:51.180","125","153","3","","4867808","0","","R1","No"
"303","30","Team Gävlarna","35","36","1:06.308","116.0","40:09.863","10:22:52.261","122","161","3","","3289056","0","","R1","No"
"304","555","Team Hau Nau","21","36","1:09.170","111.2","40:14.387","10:22:56.785","76","148","3","","7637509","0","","R1","No"
"305","47","Nordic Light Racing","37","37","1:03.162","121.8","40:15.894","10:22:58.292","115","182","3","","7650748","0","","R2","No"
"306","3","Häzen","34","37","1:09.434","110.8","40:17.976","10:23:00.374","104","147","3","","9515691","0","","R1","No"
"307","10","Tommes Pack Seat Leon","37","37","1:03.533","121.1","40:21.712","10:23:04.110","147","177","3","","9788538","0","","R2","No"
"308","190","MoMo Racing Team MRT","34","37","1:09.378","110.9","40:33.228","10:23:15.626","126","158","4","","7493526","0","","R2","No"
"309","27","BET","35","37","1:08.710","112.0","40:53.191","10:23:35.589","129","156","4","","7647018","0","","R1","No"
"310","117","Roslagen Racing BMW 323 compact","29","37","1:13.829","104.2","41:08.433","10:23:50.831","105","151","4","","7722653","0","","Standard","No"
"311","8","Team Skeppsbrons","36","37","1:07.664","113.7","41:16.446","10:23:58.844","121","152","4","","4867808","0","","R1","No"
"312","30","Team Gävlarna","36","37","1:07.979","113.2","41:17.842","10:24:00.240","119","162","4","","3289056","0","","R1","No"
"313","47","Nordic Light Racing","38","38","1:03.840","120.5","41:19.734","10:24:02.132","107","178","4","","7650748","0","","R2","No"
"314","10","Tommes Pack Seat Leon","38","38","1:03.368","121.4","41:25.080","10:24:07.478","150","177","4","","9788538","0","","R2","No"
"315","3","Häzen","35","38","1:08.994","111.5","41:26.970","10:24:09.368","92","146","4","","9515691","0","","R1","No"
"316","190","MoMo Racing Team MRT","35","38","1:09.610","110.5","41:42.838","10:24:25.236","125","157","4","","7493526","0","","R2","No"
"317","27","BET","36","38","1:08.340","112.6","42:01.531","10:24:43.929","130","157","4","","7647018","0","","R1","No"
"318","117","Roslagen Racing BMW 323 compact","30","38","1:14.300","103.5","42:22.733","10:25:05.131","101","149","4","","7722653","0","","Standard","No"
"319","47","Nordic Light Racing","39","39","1:04.992","118.4","42:24.726","10:25:07.124","110","178","4","","7650748","0","","R2","No"
"320","8","Team Skeppsbrons","37","39","1:09.424","110.8","42:25.870","10:25:08.268","117","150","4","","4867808","0","","R1","No"
"321","30","Team Gävlarna","37","39","1:12.246","106.5","42:30.088","10:25:12.486","134","163","4","","3289056","0","","R1","No"
"322","10","Tommes Pack Seat Leon","39","39","1:05.678","117.1","42:30.758","10:25:13.156","155","180","3","","9788538","0","","R2","No"
"323","3","Häzen","36","39","1:09.079","111.4","42:36.049","10:25:18.447","95","145","3","","9515691","0","","R1","No"
"324","190","MoMo Racing Team MRT","36","39","1:09.269","111.1","42:52.107","10:25:34.505","123","158","3","","7493526","0","","R2","No"
"325","27","BET","37","39","1:08.414","112.5","43:09.945","10:25:52.343","128","158","3","","7647018","0","","R1","No"
"326","47","Nordic Light Racing","40","40","1:03.057","122.0","43:27.783","10:26:10.181","106","178","3","","7650748","0","","R2","No"
"327","8","Team Skeppsbrons","38","40","1:07.733","113.6","43:33.603","10:26:16.001","125","152","3","","4867808","0","","R1","No"
"328","10","Tommes Pack Seat Leon","40","40","1:04.260","119.7","43:35.018","10:26:17.416","155","177","3","","9788538","0","","R2","No"
"329","117","Roslagen Racing BMW 323 compact","31","40","1:14.736","102.9","43:37.469","10:26:19.867","114","152","3","","7722653","0","","Standard","No"
"330","30","Team Gävlarna","38","40","1:08.003","113.1","43:38.091","10:26:20.489","124","162","3","","3289056","0","","R1","No"
"331","3","Häzen","37","40","1:11.582","107.5","43:47.631","10:26:30.029","94","145","3","","9515691","0","","R1","No"
"332","190","MoMo Racing Team MRT","37","40","1:09.569","110.6","44:01.676","10:26:44.074","123","158","3","","7493526","0","","R2","No"
"333","27","BET","38","40","1:09.409","110.8","44:19.354","10:27:01.752","130","157","3","","7647018","0","","R1","No"
"334","47","Nordic Light Racing","41","41","1:02.676","122.7","44:30.459","10:27:12.857","105","178","4","","7650748","0","","R2","No"
"335","10","Tommes Pack Seat Leon","41","41","1:03.279","121.6","44:38.297","10:27:20.695","159","178","4","","9788538","0","","R2","No"
"336","8","Team Skeppsbrons","39","41","1:07.800","113.5","44:41.403","10:27:23.801","117","148","4","","4867808","0","","R1","No"
"337","30","Team Gävlarna","39","41","1:06.954","114.9","44:45.045","10:27:27.443","125","164","4","","3289056","0","","R1","No"
"338","117","Roslagen Racing BMW 323 compact","32","41","1:14.257","103.6","44:51.726","10:27:34.124","111","152","4","","7722653","0","","Standard","No"
"339","3","Häzen","38","41","1:09.049","111.4","44:56.680","10:27:39.078","98","146","4","","9515691","0","","R1","No"
"340","190","MoMo Racing Team MRT","38","41","1:09.409","110.8","45:11.085","10:27:53.483","124","157","4","","7493526","0","","R2","No"
"341","27","BET","39","41","1:10.027","109.9","45:29.381","10:28:11.779","130","156","4","","7647018","0","","R1","No"
"342","47","Nordic Light Racing","42","42","1:02.717","122.7","45:33.176","10:28:15.574","108","179","3","","7650748","0","","R2","No"
"343","10","Tommes Pack Seat Leon","42","42","1:03.217","121.7","45:41.514","10:28:23.912","157","178","3","","9788538","0","","R2","No"
